,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Modified_Age,Modified_Cabin,Modified_Sex,Modified_Embarked
767,0,3,female,30.5,0,0,7.75,,Q,30.0,1,1,1.0
768,0,3,male,,1,0,24.15,,Q,25.252100840336134,1,0,1.0
769,0,3,male,32.0,0,0,8.3625,,S,30.0,1,0,0.0
770,0,3,male,24.0,0,0,9.5,,S,20.0,1,0,0.0
771,0,3,male,48.0,0,0,7.8542,,S,40.0,1,0,0.0
772,0,2,female,57.0,0,0,10.5,E77,S,50.0,7,1,0.0
773,0,3,male,,0,0,7.225,,C,25.252100840336134,1,0,2.0
774,1,2,female,54.0,1,3,23.0,,S,50.0,1,1,0.0
775,0,3,male,18.0,0,0,7.75,,S,10.0,1,0,0.0
776,0,3,male,,0,0,7.75,F38,Q,25.252100840336134,5,0,1.0
777,1,3,female,5.0,0,0,12.475,,S,0.0,1,1,0.0
778,0,3,male,,0,0,7.7375,,Q,25.252100840336134,1,0,1.0
779,1,1,female,43.0,0,1,211.3375,B3,S,40.0,6,1,0.0
780,1,3,female,13.0,0,0,7.2292,,C,10.0,1,1,2.0
781,1,1,female,17.0,1,0,57.0,B20,S,10.0,6,1,0.0
782,0,1,male,29.0,0,0,30.0,D6,S,20.0,8,0,0.0
783,0,3,male,,1,2,23.45,,S,25.252100840336134,1,0,0.0
784,0,3,male,25.0,0,0,7.05,,S,20.0,1,0,0.0
785,0,3,male,25.0,0,0,7.25,,S,20.0,1,0,0.0
786,1,3,female,18.0,0,0,7.4958,,S,10.0,1,1,0.0
787,0,3,male,8.0,4,1,29.125,,Q,0.0,1,0,1.0
788,1,3,male,1.0,1,2,20.575,,S,0.0,1,0,0.0
789,0,1,male,46.0,0,0,79.2,B82 B84,C,40.0,6,0,2.0
790,0,3,male,,0,0,7.75,,Q,25.252100840336134,1,0,1.0
791,0,2,male,16.0,0,0,26.0,,S,10.0,1,0,0.0
792,0,3,female,,8,2,69.55,,S,25.252100840336134,1,1,0.0
793,0,1,male,,0,0,30.6958,,C,25.252100840336134,1,0,2.0
794,0,3,male,25.0,0,0,7.8958,,S,20.0,1,0,0.0
795,0,2,male,39.0,0,0,13.0,,S,30.0,1,0,0.0
796,1,1,female,49.0,0,0,25.9292,D17,S,40.0,8,1,0.0
797,1,3,female,31.0,0,0,8.6833,,S,30.0,1,1,0.0
798,0,3,male,30.0,0,0,7.2292,,C,30.0,1,0,2.0
799,0,3,female,30.0,1,1,24.15,,S,30.0,1,1,0.0
800,0,2,male,34.0,0,0,13.0,,S,30.0,1,0,0.0
801,1,2,female,31.0,1,1,26.25,,S,30.0,1,1,0.0
802,1,1,male,11.0,1,2,120.0,B96 B98,S,10.0,6,0,0.0
803,1,3,male,0.42,0,1,8.5167,,C,0.0,1,0,2.0
804,1,3,male,27.0,0,0,6.975,,S,20.0,1,0,0.0
805,0,3,male,31.0,0,0,7.775,,S,30.0,1,0,0.0
806,0,1,male,39.0,0,0,0.0,A36,S,30.0,2,0,0.0
807,0,3,female,18.0,0,0,7.775,,S,10.0,1,1,0.0
808,0,2,male,39.0,0,0,13.0,,S,30.0,1,0,0.0
809,1,1,female,33.0,1,0,53.1,E8,S,30.0,7,1,0.0
810,0,3,male,26.0,0,0,7.8875,,S,20.0,1,0,0.0
811,0,3,male,39.0,0,0,24.15,,S,30.0,1,0,0.0
812,0,2,male,35.0,0,0,10.5,,S,30.0,1,0,0.0
813,0,3,female,6.0,4,2,31.275,,S,0.0,1,1,0.0
814,0,3,male,30.5,0,0,8.05,,S,30.0,1,0,0.0
815,0,1,male,,0,0,0.0,B102,S,25.252100840336134,6,0,0.0
816,0,3,female,23.0,0,0,7.925,,S,20.0,1,1,0.0
817,0,2,male,31.0,1,1,37.0042,,C,30.0,1,0,2.0
818,0,3,male,43.0,0,0,6.45,,S,40.0,1,0,0.0
819,0,3,male,10.0,3,2,27.9,,S,10.0,1,0,0.0
820,1,1,female,52.0,1,1,93.5,B69,S,50.0,6,1,0.0
821,1,3,male,27.0,0,0,8.6625,,S,20.0,1,0,0.0
822,0,1,male,38.0,0,0,0.0,,S,30.0,1,0,0.0
823,1,3,female,27.0,0,1,12.475,E121,S,20.0,7,1,0.0
824,0,3,male,2.0,4,1,39.6875,,S,0.0,1,0,0.0
825,0,3,male,,0,0,6.95,,Q,25.252100840336134,1,0,1.0
826,0,3,male,,0,0,56.4958,,S,25.252100840336134,1,0,0.0
827,1,2,male,1.0,0,2,37.0042,,C,0.0,1,0,2.0
828,1,3,male,,0,0,7.75,,Q,25.252100840336134,1,0,1.0
829,1,1,female,62.0,0,0,80.0,B28,,60.0,6,1,0.4645669291338583
830,1,3,female,15.0,1,0,14.4542,,C,10.0,1,1,2.0
831,1,2,male,0.83,1,1,18.75,,S,0.0,1,0,0.0
832,0,3,male,,0,0,7.2292,,C,25.252100840336134,1,0,2.0
833,0,3,male,23.0,0,0,7.8542,,S,20.0,1,0,0.0
834,0,3,male,18.0,0,0,8.3,,S,10.0,1,0,0.0
835,1,1,female,39.0,1,1,83.1583,E49,C,30.0,7,1,2.0
836,0,3,male,21.0,0,0,8.6625,,S,20.0,1,0,0.0
837,0,3,male,,0,0,8.05,,S,25.252100840336134,1,0,0.0
838,1,3,male,32.0,0,0,56.4958,,S,30.0,1,0,0.0
839,1,1,male,,0,0,29.7,C47,C,25.252100840336134,4,0,2.0
840,0,3,male,20.0,0,0,7.925,,S,20.0,1,0,0.0
841,0,2,male,16.0,0,0,10.5,,S,10.0,1,0,0.0
842,1,1,female,30.0,0,0,31.0,,C,30.0,1,1,2.0
843,0,3,male,34.5,0,0,6.4375,,C,30.0,1,0,2.0
844,0,3,male,17.0,0,0,8.6625,,S,10.0,1,0,0.0
845,0,3,male,42.0,0,0,7.55,,S,40.0,1,0,0.0
846,0,3,male,,8,2,69.55,,S,25.252100840336134,1,0,0.0
847,0,3,male,35.0,0,0,7.8958,,C,30.0,1,0,2.0
848,0,2,male,28.0,0,1,33.0,,S,20.0,1,0,0.0
849,1,1,female,,1,0,89.1042,C92,C,25.252100840336134,4,1,2.0
850,0,3,male,4.0,4,2,31.275,,S,0.0,1,0,0.0
851,0,3,male,74.0,0,0,7.775,,S,70.0,1,0,0.0
852,0,3,female,9.0,1,1,15.2458,,C,0.0,1,1,2.0
853,1,1,female,16.0,0,1,39.4,D28,S,10.0,8,1,0.0
854,0,2,female,44.0,1,0,26.0,,S,40.0,1,1,0.0
855,1,3,female,18.0,0,1,9.35,,S,10.0,1,1,0.0
856,1,1,female,45.0,1,1,164.8667,,S,40.0,1,1,0.0
857,1,1,male,51.0,0,0,26.55,E17,S,50.0,7,0,0.0
858,1,3,female,24.0,0,3,19.2583,,C,20.0,1,1,2.0
859,0,3,male,,0,0,7.2292,,C,25.252100840336134,1,0,2.0
860,0,3,male,41.0,2,0,14.1083,,S,40.0,1,0,0.0
861,0,2,male,21.0,1,0,11.5,,S,20.0,1,0,0.0
862,1,1,female,48.0,0,0,25.9292,D17,S,40.0,8,1,0.0
863,0,3,female,,8,2,69.55,,S,25.252100840336134,1,1,0.0
864,0,2,male,24.0,0,0,13.0,,S,20.0,1,0,0.0
865,1,2,female,42.0,0,0,13.0,,S,40.0,1,1,0.0
866,1,2,female,27.0,1,0,13.8583,,C,20.0,1,1,2.0
867,0,1,male,31.0,0,0,50.4958,A24,S,30.0,2,0,0.0
868,0,3,male,,0,0,9.5,,S,25.252100840336134,1,0,0.0
869,1,3,male,4.0,1,1,11.1333,,S,0.0,1,0,0.0
870,0,3,male,26.0,0,0,7.8958,,S,20.0,1,0,0.0
871,1,1,female,47.0,1,1,52.5542,D35,S,40.0,8,1,0.0
872,0,1,male,33.0,0,0,5.0,B51 B53 B55,S,30.0,6,0,0.0
873,0,3,male,47.0,0,0,9.0,,S,40.0,1,0,0.0
874,1,2,female,28.0,1,0,24.0,,C,20.0,1,1,2.0
875,1,3,female,15.0,0,0,7.225,,C,10.0,1,1,2.0
876,0,3,male,20.0,0,0,9.8458,,S,20.0,1,0,0.0
877,0,3,male,19.0,0,0,7.8958,,S,10.0,1,0,0.0
878,0,3,male,,0,0,7.8958,,S,25.252100840336134,1,0,0.0
879,1,1,female,56.0,0,1,83.1583,C50,C,50.0,4,1,2.0
880,1,2,female,25.0,0,1,26.0,,S,20.0,1,1,0.0
881,0,3,male,33.0,0,0,7.8958,,S,30.0,1,0,0.0
882,0,3,female,22.0,0,0,10.5167,,S,20.0,1,1,0.0
883,0,2,male,28.0,0,0,10.5,,S,20.0,1,0,0.0
884,0,3,male,25.0,0,0,7.05,,S,20.0,1,0,0.0
885,0,3,female,39.0,0,5,29.125,,Q,30.0,1,1,1.0
886,0,2,male,27.0,0,0,13.0,,S,20.0,1,0,0.0
887,1,1,female,19.0,0,0,30.0,B42,S,10.0,6,1,0.0
888,0,3,female,,1,2,23.45,,S,25.252100840336134,1,1,0.0
889,1,1,male,26.0,0,0,30.0,C148,C,20.0,4,0,2.0
890,0,3,male,32.0,0,0,7.75,,Q,30.0,1,0,1.0
